enterpriseId,enterpriseName,gongyingshangId,gongyingshangName
029e64e343f42819b1d4919061fe59fb,深圳中核集团有限公司,7a73af0dbd8bbe3c9eeafaeac46e73b5,中核工程咨询有限公司
02a82e41d8c1fcfe4a3c5a2bbace8a5d,湖南省高速公路集团有限公司邵阳分公司,a232b71b4c128b5a7ecec2bc5ac811af,广州市恒力检测股份有限公司
02b276c45630b311d284a6ec0c1512e9,中国二十二冶集团有限公司,bd1ea714188c54dd64727fe060021897,江苏三里港高空建筑防腐有限公司
02b2ad4e789833d56c6c8aeb4f3d512e,中交隧道工程局有限公司,68cbb3d9b0efee491b64f296ff3aff3c,广州兴攀金属加工有限公司
02bb7f4c90492d7dfa904cb54c75105e,广东铁路有限公司,c63639ea32fa63e3126a21a253604bae,广东华审工程咨询有限公司
02bc68a8083920f3532d0ede95fe9471,中色国际贸易有限公司,d0e55c3322d167d1b47da9b71bde5872,中信重工机械股份有限公司
02c9a9327e1223a991abdae42075cfc5,江苏万邦生化医药集团有限责任公司,197f042cfb112ef5e1dc0a42843379e5,普元信息技术股份有限公司
02d60a823fb489f2d0b73120a0a5ce25,合肥金凤光电仪器销售有限公司,1145a09a478517aa7039c05a873c6097,合肥合锻智能制造股份有限公司
02e4a1fefd7a456dcc12fd48df0b920f,安徽泰格生物技术股份有限公司,ca18790127e71f6db2a2f8cd32d5b715,南京宝泰特种材料股份有限公司
02e4ece012c8152750d7845ac9c91e14,湛江市公共交通集团有限公司,36ad6188fe1059185f8c0978ef5ba325,中国平安财产保险股份有限公司广东分公司
02f5bfdf4975cce5988ed5d3ffb2ffb8,番禺珠江钢管（珠海）有限公司,1911224ed7ec8a9d59e767243751aa28,华鹏集团有限公司
